salesorderid,creditcardid,cardtype
44814,11800,Distinguish
44815,18250,SuperiorCard
44816,3424,Distinguish
44817,11398,Distinguish
44818,11413,Distinguish
44819,12307,ColonialVoice
44820,9346,SuperiorCard
44821,18578,Vista
44822,12620,Distinguish
44823,4927,ColonialVoice
44824,621,Distinguish
44825,6303,Vista
44826,18529,Distinguish
44827,16371,Distinguish
44828,4852,SuperiorCard
44829,3483,Distinguish
44830,978,Distinguish
44831,12312,Vista
44832,14574,Distinguish
44833,7009,Vista
44834,8600,SuperiorCard
44835,8511,SuperiorCard
44836,1814,SuperiorCard
44837,216,Distinguish
44838,3572,Vista
44839,15394,Vista
44840,8085,SuperiorCard
44841,3667,Distinguish
44842,15841,Distinguish
44843,15401,Vista
44844,10539,ColonialVoice
44846,16440,Vista
44847,1457,Distinguish
44848,7226,SuperiorCard
44849,6146,SuperiorCard
44850,13934,Vista
44851,5272,Vista
44853,3526,Vista
44854,4901,SuperiorCard
44855,10154,ColonialVoice
44856,6325,Vista
44857,18072,SuperiorCard
44858,14710,ColonialVoice
44859,10350,ColonialVoice
44860,16246,Distinguish
44861,12168,Distinguish
44862,7157,Vista
44863,9547,Vista
44864,17790,ColonialVoice
44865,9046,Distinguish
44866,3870,Vista
44867,18176,Vista
44868,10845,Vista
44869,12819,Vista
44870,12629,Distinguish
44871,17114,Vista
44872,13715,Distinguish
44873,10006,Vista
44874,15611,Distinguish
44875,10198,SuperiorCard
44876,4025,ColonialVoice
44877,7906,SuperiorCard
44878,971,SuperiorCard
44879,5172,Distinguish
44880,2303,Distinguish
44881,6231,SuperiorCard
44882,11760,Distinguish
44883,8883,ColonialVoice
44884,18235,Vista
44885,11374,SuperiorCard
44886,13729,SuperiorCard
44887,7893,ColonialVoice
44888,1452,SuperiorCard
44889,4390,SuperiorCard
44890,3914,SuperiorCard
44891,2178,Vista
44892,17184,Vista
44893,9708,ColonialVoice
44894,7006,Vista
44895,2650,ColonialVoice
44896,14236,ColonialVoice
44897,15009,ColonialVoice
44899,4044,SuperiorCard
44900,18887,Distinguish
44901,5197,ColonialVoice
44902,9873,Distinguish
44903,4019,Distinguish
44904,18377,Vista
44905,1640,SuperiorCard
44906,9285,SuperiorCard
44907,18065,Vista
44908,3601,Distinguish
44909,10289,Distinguish
44910,14861,Distinguish
44911,5157,Vista
44912,1650,Distinguish
44914,15944,Distinguish
44915,5426,SuperiorCard
44916,3816,Distinguish
44917,5141,SuperiorCard
44918,5130,Vista
44919,8006,Distinguish
44920,2872,Vista
44921,6589,Distinguish
44922,12149,ColonialVoice
44923,3293,Vista
44924,3830,SuperiorCard
44925,16924,ColonialVoice
44926,7174,Vista
44927,10041,ColonialVoice
44928,7665,Vista
44929,8336,Vista
44930,3691,Distinguish
44931,12644,ColonialVoice
44933,16264,Distinguish
44934,12558,SuperiorCard
44935,14303,SuperiorCard
44936,14260,ColonialVoice
44937,6179,ColonialVoice
44938,215,Vista
44940,380,ColonialVoice
44941,16983,Distinguish
44942,13867,SuperiorCard
44943,14859,Distinguish
44944,5917,ColonialVoice
44945,2576,Vista
44946,10498,SuperiorCard
44947,12367,Vista
44948,1547,Distinguish
44949,16377,Vista
44950,7577,SuperiorCard
44952,18757,Distinguish
44953,18658,Vista
44954,15618,ColonialVoice
44955,767,ColonialVoice
44956,18835,Distinguish
44957,14903,Distinguish
44958,16318,ColonialVoice
44959,8473,Vista
44960,8934,SuperiorCard
44961,4557,Distinguish
44962,9837,ColonialVoice
44963,17361,Distinguish
44964,11420,ColonialVoice
44965,7133,SuperiorCard
44966,7341,SuperiorCard
44967,6743,Distinguish
44968,14665,ColonialVoice
44969,16081,ColonialVoice
44970,1425,Distinguish
44971,6399,Vista
44972,18330,ColonialVoice
44973,12379,Vista
44975,3883,SuperiorCard
44976,13264,Distinguish
44978,11897,Vista
44979,10431,SuperiorCard
44980,8642,Vista
44981,7008,Vista
44982,3094,Vista
44983,8982,ColonialVoice
44984,6300,SuperiorCard
44985,14852,Distinguish
44986,14079,Distinguish
44987,19062,Distinguish
44988,8656,ColonialVoice
44989,2332,ColonialVoice
44990,2496,ColonialVoice
44991,14584,SuperiorCard
44992,2129,ColonialVoice
44993,8585,SuperiorCard
44994,11141,ColonialVoice
44995,18845,ColonialVoice
44996,18501,Vista
44997,17316,Distinguish
44998,4135,ColonialVoice
44999,17581,SuperiorCard
45000,3155,SuperiorCard
45001,14414,SuperiorCard
45003,17911,SuperiorCard
45004,4036,Distinguish
45005,8703,ColonialVoice
45006,3021,Vista
45007,6323,ColonialVoice
45008,3544,SuperiorCard
45009,3107,Vista
45010,5857,SuperiorCard
45011,4270,SuperiorCard
45012,17601,Vista
45013,4267,ColonialVoice
45014,1149,Distinguish
45015,4549,ColonialVoice
45016,7559,SuperiorCard
45017,8180,ColonialVoice
45018,18965,SuperiorCard
45019,8409,Distinguish
45020,6959,Distinguish
45021,15921,Distinguish
45022,16566,Vista
45023,8766,Vista
45024,6530,Distinguish
45025,4453,Distinguish
45026,8746,SuperiorCard
45027,7364,SuperiorCard
45028,3802,Distinguish
45029,15110,ColonialVoice
45030,3618,Distinguish
45031,13362,Vista
45032,11836,Distinguish
45033,7440,Vista
45034,5280,Vista
45035,18005,Vista
45036,10999,Distinguish
45037,8369,SuperiorCard
45038,1346,Distinguish
45039,10456,ColonialVoice
45040,4322,Vista
45041,6646,Distinguish
45042,806,ColonialVoice
45043,15232,Vista
45044,13349,Vista
45045,10370,SuperiorCard
45046,18502,SuperiorCard
45047,1566,ColonialVoice
45048,18017,Vista
45049,13693,Vista
45050,15538,Vista
45051,15875,SuperiorCard
45052,3980,Vista
45053,1417,Vista
45054,19204,SuperiorCard
45055,11886,Vista
45056,18153,ColonialVoice
45057,14030,SuperiorCard
45058,5439,SuperiorCard
45059,6653,Distinguish
45060,5093,Vista
45061,16281,ColonialVoice
45062,5301,SuperiorCard
45063,76,SuperiorCard
45064,13045,ColonialVoice
45065,267,SuperiorCard
45066,2519,Distinguish
45067,3235,Distinguish
45068,14612,ColonialVoice
45069,12399,ColonialVoice
45070,13054,Vista
45071,2337,Vista
45072,242,SuperiorCard
45073,15586,Vista
45074,7176,Vista
45075,8937,Vista
45076,7083,SuperiorCard
45077,10163,Vista
45078,10504,Vista
45079,13845,Distinguish
45080,15087,Vista
45081,9382,SuperiorCard
45082,17301,ColonialVoice
45083,10943,Vista
45084,19049,ColonialVoice
45085,12749,Vista
45086,10153,ColonialVoice
45087,12285,Distinguish
45088,11974,SuperiorCard
45089,4187,Distinguish
45090,7449,Distinguish
45091,12039,Vista
45092,9436,ColonialVoice
45093,5728,ColonialVoice
45094,9842,Vista
45096,13840,Distinguish
45097,7651,Distinguish
45098,1705,ColonialVoice
45099,13494,ColonialVoice
45100,11196,Distinguish
45101,8322,Distinguish
45102,12009,Distinguish
45103,11944,ColonialVoice
45104,18720,ColonialVoice
45105,13273,SuperiorCard
45106,4142,ColonialVoice
45107,9170,Distinguish
45108,98,SuperiorCard
45109,14898,Distinguish
45110,12268,SuperiorCard
45111,11500,Vista
45112,8707,SuperiorCard
45113,5989,ColonialVoice
45114,1913,Distinguish
45115,18499,Vista
45116,10274,Distinguish
45117,3807,Vista
45118,4120,ColonialVoice
45119,13611,Distinguish
45120,8464,ColonialVoice
45121,4734,Vista
45122,8149,Distinguish
45124,12796,ColonialVoice
45125,800,SuperiorCard
45126,15292,Distinguish
45127,8821,Vista
45128,9810,ColonialVoice
45129,7130,Distinguish
45130,3323,SuperiorCard
45131,16787,ColonialVoice
45132,13445,SuperiorCard
45133,4375,SuperiorCard
45134,8664,SuperiorCard
45135,5428,ColonialVoice
45136,12160,Distinguish
45137,10914,Vista
45138,964,Vista
45139,15972,Distinguish
45140,13603,Distinguish
45141,2268,Distinguish
45142,9825,Distinguish
45143,4380,ColonialVoice
45144,7038,Distinguish
45145,2595,ColonialVoice
45146,10346,ColonialVoice
45147,6033,ColonialVoice
45148,6888,Distinguish
45149,2403,SuperiorCard
45150,3775,ColonialVoice
45151,3955,Vista
45152,1707,Vista
45153,1811,ColonialVoice
45154,1608,Distinguish
45155,9466,Distinguish
45156,10827,Distinguish
45157,12394,Vista
45158,2296,SuperiorCard
45159,8486,SuperiorCard
45160,18063,Vista
45161,4461,SuperiorCard
45162,17802,ColonialVoice
45163,2966,ColonialVoice
45164,14764,Distinguish
45165,18116,SuperiorCard
45166,7859,Distinguish
45167,8980,Vista
45168,13051,ColonialVoice
45169,12945,Distinguish
45170,11415,Vista
45171,2260,Distinguish
45172,16862,SuperiorCard
45173,786,Distinguish
45174,2625,ColonialVoice
45175,14692,SuperiorCard
45176,4196,ColonialVoice
45177,16906,ColonialVoice
45178,2017,ColonialVoice
45179,7501,Distinguish
45180,10980,Vista
45182,13425,ColonialVoice
45183,8563,ColonialVoice
45184,7661,Distinguish
45185,12549,SuperiorCard
45186,15478,ColonialVoice
45187,6096,Distinguish
45188,11831,Distinguish
45189,6642,Distinguish
45190,977,ColonialVoice
45191,156,Vista
45192,874,Distinguish
45194,2386,ColonialVoice
45196,12613,ColonialVoice
45197,11121,ColonialVoice
45198,10732,ColonialVoice
45199,5201,Vista
45200,11130,ColonialVoice
45201,11367,SuperiorCard
45202,2566,SuperiorCard
45203,11703,SuperiorCard
45204,10765,SuperiorCard
45205,15473,SuperiorCard
45206,822,Distinguish
45207,3168,Distinguish
45208,17002,SuperiorCard
45209,14068,Vista
45210,6651,SuperiorCard
45211,5243,Vista
45212,902,Vista
45213,13688,ColonialVoice
45214,15297,SuperiorCard
45215,9657,SuperiorCard
45216,16710,Distinguish
45217,6876,SuperiorCard
45218,7059,SuperiorCard
45219,4806,ColonialVoice
45220,8870,ColonialVoice
45221,764,Distinguish
45222,561,SuperiorCard
45223,16700,Vista
45224,18314,ColonialVoice
45225,3952,SuperiorCard
45226,13863,Distinguish
45227,2674,Vista
45228,3898,ColonialVoice
45229,1697,ColonialVoice
45230,8251,ColonialVoice
45231,7243,Distinguish
45232,16759,SuperiorCard
45233,1079,SuperiorCard
45234,13478,Distinguish
45235,4541,SuperiorCard
45236,6737,ColonialVoice
45237,9116,ColonialVoice
45238,17859,Vista
45239,7931,Vista
45240,4153,SuperiorCard
45241,11144,SuperiorCard
45242,1067,SuperiorCard
45243,16984,Vista
45244,1058,SuperiorCard
45245,15043,Vista
45246,18,ColonialVoice
45247,418,ColonialVoice
45248,16030,Vista
45249,15574,ColonialVoice
45250,213,SuperiorCard
45251,10554,ColonialVoice
45252,9906,Vista
45254,7159,ColonialVoice
45255,16369,Vista
45256,10661,SuperiorCard
45257,3477,Distinguish
45258,3206,Distinguish
45259,7766,ColonialVoice
45260,2446,Distinguish
45261,2869,ColonialVoice
45262,8053,SuperiorCard
45263,15601,ColonialVoice
45264,10389,Vista
45265,16575,ColonialVoice
45266,13712,Distinguish
45267,5758,Vista
45268,5528,SuperiorCard
45269,5577,SuperiorCard
45270,2364,SuperiorCard
45271,1163,SuperiorCard
45272,181,ColonialVoice
45273,15882,Distinguish
45274,14559,SuperiorCard
45275,4459,Vista
45276,12279,Vista
45277,8979,ColonialVoice
45278,11072,ColonialVoice
45279,9855,Vista
45280,14454,Distinguish
45281,1684,Distinguish
45282,18049,SuperiorCard
45283,19181,SuperiorCard
45284,18260,ColonialVoice
45285,3274,Vista
45286,11840,SuperiorCard
45287,11717,SuperiorCard
45288,6675,ColonialVoice
45289,6777,Vista
45290,1896,SuperiorCard
45291,4623,SuperiorCard
45292,9043,Vista
45293,10628,Vista
45294,6386,Vista
45295,14363,SuperiorCard
45296,1359,ColonialVoice
45297,18323,ColonialVoice
45298,4941,ColonialVoice
45299,3368,ColonialVoice
45300,204,Distinguish
45301,15090,SuperiorCard
45302,6005,Distinguish
45303,5343,Vista
45304,7167,ColonialVoice
45305,14729,ColonialVoice
45306,18316,ColonialVoice
45307,569,Distinguish
45308,16665,Distinguish
45309,6126,ColonialVoice
45310,11282,SuperiorCard
45311,13246,SuperiorCard
45312,9478,Vista
45313,11745,Vista
45314,12102,ColonialVoice
45315,14184,Distinguish
45316,13667,Vista
45317,13468,SuperiorCard
45318,11011,ColonialVoice
45319,13366,ColonialVoice
45320,4842,Vista
45321,17861,Distinguish
45322,8991,ColonialVoice
45323,6452,SuperiorCard
45324,11652,Distinguish
45325,18386,ColonialVoice
45326,7475,ColonialVoice
45327,8663,SuperiorCard
45328,9973,Distinguish
45329,13160,SuperiorCard
45330,13420,ColonialVoice
45331,10234,SuperiorCard
45332,13104,Distinguish
45333,161,Vista
45334,15321,ColonialVoice
45335,4835,Vista
45336,11815,SuperiorCard
45337,8103,Distinguish
45338,10270,SuperiorCard
45339,12177,Vista
45340,2759,Distinguish
45341,15798,SuperiorCard
45342,1660,Vista
45343,6264,Vista
45344,2470,ColonialVoice
45345,13874,SuperiorCard
45346,18922,ColonialVoice
45347,14839,Distinguish
45348,13820,Vista
45349,17966,Vista
45350,7933,Distinguish
45351,6691,Vista
45352,13534,Distinguish
45353,6404,Vista
45354,14289,Distinguish
45355,4514,Vista
45356,14163,ColonialVoice
45357,18029,ColonialVoice
45358,15688,ColonialVoice
45359,17546,Vista
45360,14275,Distinguish
45361,7319,Vista
45362,3210,SuperiorCard
45363,17681,ColonialVoice
45364,17866,ColonialVoice
45365,2651,Distinguish
45366,19063,Vista
45367,10471,Distinguish
45368,15790,Vista
45369,9912,ColonialVoice
45371,14390,SuperiorCard
45372,15411,SuperiorCard
45373,15402,Vista
45374,15654,ColonialVoice
45375,4546,SuperiorCard
45376,6836,Vista
45377,1722,Distinguish
45378,7997,ColonialVoice
45379,7021,Distinguish
45380,12968,ColonialVoice
45381,12261,Distinguish
45382,4171,SuperiorCard
45383,15730,ColonialVoice
45384,10068,Vista
45385,16346,Vista
45386,7396,Vista
45387,10223,ColonialVoice
45388,12683,ColonialVoice
45389,3295,ColonialVoice
45390,18761,SuperiorCard
45391,11906,Distinguish
45392,14147,Distinguish
45393,12042,Distinguish
45394,17967,SuperiorCard
45395,2882,Distinguish
45396,6872,Distinguish
45397,13711,Vista
45398,11872,SuperiorCard
45400,8817,SuperiorCard
45401,8800,SuperiorCard
45402,15354,Vista
45403,8635,Vista
45404,8241,ColonialVoice
45405,16250,Distinguish
45406,743,ColonialVoice
45407,7246,SuperiorCard
45408,7668,Vista
45409,15624,ColonialVoice
45410,2267,Distinguish
45411,2001,Vista
45413,13000,Vista
45414,8535,ColonialVoice
45415,9014,ColonialVoice
45416,5165,SuperiorCard
45417,16789,Distinguish
45418,5721,Distinguish
45419,10934,SuperiorCard
45420,13684,ColonialVoice
45421,16076,SuperiorCard
45422,10369,SuperiorCard
45423,5195,ColonialVoice
45424,6733,SuperiorCard
45425,9798,Vista
45426,6196,SuperiorCard
45427,5086,SuperiorCard
45428,18510,SuperiorCard
45429,4539,ColonialVoice
45430,4243,Vista
45431,15485,Distinguish
45432,17533,Vista
45434,9833,SuperiorCard
45435,2853,SuperiorCard
45436,4169,Vista
45437,11277,SuperiorCard
45438,9365,Distinguish
45439,14428,Vista
45440,17050,Vista
45441,3859,ColonialVoice
45442,7647,SuperiorCard
45443,14583,Distinguish
45444,15244,Vista
45445,5926,Distinguish
45446,10659,Vista
45447,3595,Distinguish
45448,16473,Distinguish
45449,9503,Distinguish
45450,16777,Vista
45451,10722,Vista
45452,2100,SuperiorCard
45453,10008,SuperiorCard
45454,12865,SuperiorCard
45455,723,Distinguish
45456,15956,Distinguish
45457,16293,SuperiorCard
45458,5364,Vista
45459,10005,Vista
45460,15398,SuperiorCard
45461,13697,Distinguish
45462,10037,Distinguish
45463,281,Distinguish
45464,251,SuperiorCard
45465,15430,Distinguish
45466,16056,SuperiorCard
45467,600,Vista
45468,18893,Vista
45469,7869,ColonialVoice
45470,15581,SuperiorCard
45471,18689,Vista
45472,9125,Distinguish
45473,14351,Vista
45474,6127,SuperiorCard
45475,1771,ColonialVoice
45476,15693,SuperiorCard
45477,17987,Distinguish
45478,2030,Distinguish
45479,13350,Distinguish
45480,15562,Distinguish
45481,8011,ColonialVoice
45482,6858,Vista
45483,16826,ColonialVoice
45484,9696,ColonialVoice
45485,13775,ColonialVoice
45486,5511,SuperiorCard
45487,4798,SuperiorCard
45488,733,Distinguish
45489,18764,Distinguish
45490,13912,Distinguish
45491,10893,Distinguish
45492,17698,Distinguish
45493,14276,ColonialVoice
45494,9375,Vista
45495,17094,Vista
45496,8565,Distinguish
45497,14920,SuperiorCard
45498,8974,Vista
45499,16050,ColonialVoice
45500,6500,SuperiorCard
45501,373,SuperiorCard
45502,9556,Distinguish
45503,14254,Vista
45504,2747,Distinguish
45505,18481,SuperiorCard
45506,16941,Distinguish
45507,1675,ColonialVoice
45508,4202,Vista
45509,9435,ColonialVoice
45510,2975,Distinguish
45511,4046,Distinguish
45512,9775,Distinguish
45513,10842,Distinguish
45514,8456,Vista
45515,6751,SuperiorCard
45516,7160,ColonialVoice
45517,17368,SuperiorCard
45518,13278,ColonialVoice
45519,15448,ColonialVoice
45520,19011,SuperiorCard
45521,7829,Vista
45522,6065,ColonialVoice
45523,7604,SuperiorCard
45524,5110,Vista
45525,7454,Vista
45526,8552,Vista
45527,4357,ColonialVoice
45528,3787,Distinguish
45529,12698,ColonialVoice
45530,11056,Vista
45531,18407,SuperiorCard
45532,17935,ColonialVoice
45533,5651,ColonialVoice
45534,11555,Distinguish
45535,3047,Vista
45536,7126,SuperiorCard
45537,17062,SuperiorCard
45538,19154,Distinguish
45539,14064,ColonialVoice
45540,18100,ColonialVoice
45541,11215,SuperiorCard
45542,7392,ColonialVoice
45543,19078,SuperiorCard
45544,17658,Distinguish
45545,319,SuperiorCard
45546,6955,Vista
45547,17132,ColonialVoice
45548,7092,SuperiorCard
45549,5220,Vista
45550,15369,ColonialVoice
45551,7347,SuperiorCard
45552,18813,Vista
45553,778,SuperiorCard
45554,12933,ColonialVoice
45555,14486,Vista
45556,7146,SuperiorCard
45557,18707,Distinguish
45558,17669,Vista
45559,16704,SuperiorCard
45560,18418,ColonialVoice
45561,4524,Vista
45562,12135,ColonialVoice
45563,4215,SuperiorCard
45564,12214,Distinguish
45565,18496,Distinguish
45566,5609,Distinguish
45567,13601,Distinguish
45568,5164,Vista
45569,8882,ColonialVoice
45570,7845,SuperiorCard
45571,7293,ColonialVoice
45572,626,Distinguish
45573,8010,Vista
45574,7600,Distinguish
45575,3788,Vista
45576,17915,Distinguish
45577,18875,Distinguish
45578,15682,SuperiorCard
45580,18293,ColonialVoice
45581,4164,Vista
45582,2182,ColonialVoice
45583,6212,SuperiorCard
45585,9542,Distinguish
45587,12566,Vista
45588,9897,Vista
45589,15891,Distinguish
45590,3501,Distinguish
45591,13048,SuperiorCard
45592,15528,Distinguish
45593,4718,Vista
45594,1430,SuperiorCard
45595,10948,Distinguish
45596,17306,SuperiorCard
45597,12218,SuperiorCard
45598,10129,Vista
45599,15579,Distinguish
45600,8114,ColonialVoice
45601,11827,ColonialVoice
45602,9598,SuperiorCard
45603,11876,Distinguish
45604,18393,Distinguish
45605,15685,Vista
45606,3761,Vista
45607,19106,SuperiorCard
45608,10462,Vista
45609,4227,Distinguish
45611,12883,SuperiorCard
45613,2385,ColonialVoice
45614,16565,Distinguish
45615,7170,Distinguish
45616,15240,SuperiorCard
45618,4085,Vista
45619,9877,SuperiorCard
45620,8936,SuperiorCard
45621,8183,Distinguish
45622,6071,SuperiorCard
45623,17338,Distinguish
45624,15323,Vista
45625,9297,Distinguish
45626,8052,ColonialVoice
45627,18756,Distinguish
45628,16031,ColonialVoice
45629,3826,Distinguish
45630,12053,ColonialVoice
45631,7562,Vista
45632,12681,Distinguish
45633,15779,Vista
45634,4399,SuperiorCard
45635,15241,Distinguish
45636,8371,Distinguish
45637,4893,Vista
45638,19221,ColonialVoice
45640,13771,ColonialVoice
45641,13670,ColonialVoice
45642,12020,Vista
45643,3529,ColonialVoice
45644,15001,SuperiorCard
45645,7614,Vista
45646,7499,Distinguish
45647,13883,Distinguish
45648,4850,Distinguish
45649,17428,Distinguish
45650,5055,ColonialVoice
45651,13850,Vista
45652,18994,ColonialVoice
45653,11582,ColonialVoice
45654,14724,Vista
45655,15546,SuperiorCard
45656,14285,ColonialVoice
45657,12011,Distinguish
45658,3905,Vista
45659,225,Vista
45660,9679,ColonialVoice
45661,13375,Vista
45662,8842,Distinguish
45663,3286,ColonialVoice
45664,9031,ColonialVoice
45665,8820,SuperiorCard
45666,12591,SuperiorCard
45667,5936,Vista
45668,492,Vista
45669,9612,ColonialVoice
45670,11570,ColonialVoice
45671,1748,SuperiorCard
45672,9379,Distinguish
45674,2771,SuperiorCard
45675,4957,Vista
45676,19032,SuperiorCard
45677,1629,ColonialVoice
45678,11958,Distinguish
45679,10298,Vista
45680,5580,Vista
45681,287,ColonialVoice
45682,13410,Distinguish
45683,6925,ColonialVoice
45684,3846,ColonialVoice
45685,9871,SuperiorCard
45686,18421,Vista
45687,4885,Vista
45688,10952,Distinguish
45689,13414,ColonialVoice
45690,10687,Vista
45691,10529,SuperiorCard
45692,16801,Vista
45693,9336,Distinguish
45695,12120,SuperiorCard
45696,3854,ColonialVoice
45697,1106,SuperiorCard
45698,4425,Vista
45699,557,SuperiorCard
45700,4279,ColonialVoice
45701,16791,SuperiorCard
45702,12569,Vista
45703,17625,Distinguish
45704,10572,ColonialVoice
45705,16190,SuperiorCard
45706,11366,ColonialVoice
